[INFO ]2017-01-06 16:07:46  [main:com.pujjr.antifraud.com.SocketServer.run(SocketServer.java:47):1] - 服务端启动成功，监听端口：5000
[INFO ]2017-01-06 16:08:23  [nioEventLoopGroup-3-1:com.pujjr.antifraud.com.service.impl.SynShortReceiverImpl.doReceive(SynShortReceiverImpl.java:36):37839] - tranCode：00001
[INFO ]2017-01-06 16:08:23  [nioEventLoopGroup-3-1:com.pujjr.antifraud.com.service.impl.RddServiceImpl.selectBigDataTest(RddServiceImpl.java:232):37839] - Rdd服务
[INFO ]2017-01-06 16:08:23  [nioEventLoopGroup-3-1:com.pujjr.antifraud.util.Utils.getProperty(Utils.java:35):37839] - path:/E:/Workspaces/EclipseMars/pjsp/pjsp/target/classes/
[INFO ]2017-01-06 16:08:23  [nioEventLoopGroup-3-1:com.pujjr.antifraud.util.Utils.getProperty(Utils.java:35):37840] - path:/E:/Workspaces/EclipseMars/pjsp/pjsp/target/classes/
[INFO ]2017-01-06 16:08:23  [nioEventLoopGroup-3-1:com.pujjr.antifraud.util.Utils.getProperty(Utils.java:35):37841] - path:/E:/Workspaces/EclipseMars/pjsp/pjsp/target/classes/
[INFO ]2017-01-06 16:08:23  [nioEventLoopGroup-3-1:com.pujjr.antifraud.util.Utils.getProperty(Utils.java:35):37841] - path:/E:/Workspaces/EclipseMars/pjsp/pjsp/target/classes/
[INFO ]2017-01-06 16:08:23  [nioEventLoopGroup-3-1:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37904] - Starting job: count at RddServiceImpl.java:243
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37905] - Got job 2 (count at RddServiceImpl.java:243) with 1 output partitions
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37906] - Final stage: ResultStage 2 (count at RddServiceImpl.java:243)
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37906] - Parents of final stage: List()
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37906] - Missing parents: List()
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37906] - Submitting ResultStage 2 (MapPartitionsRDD[14] at filter at RddServiceImpl.java:241), which has no missing parents
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37912] - Block broadcast_2 stored as values in memory (estimated size 15.5 KB, free 906.0 MB)
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37976] - Block broadcast_2_piece0 stored as bytes in memory (estimated size 6.8 KB, free 906.0 MB)
[INFO ]2017-01-06 16:08:23  [dispatcher-event-loop-3:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37979] - Added broadcast_2_piece0 in memory on 172.18.10.41:61105 (size: 6.8 KB, free: 906.0 MB)
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37980] - Created broadcast 2 from broadcast at DAGScheduler.scala:1012
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37981] - Submitting 1 missing tasks from ResultStage 2 (MapPartitionsRDD[14] at filter at RddServiceImpl.java:241)
[INFO ]2017-01-06 16:08:23  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37982] - Adding task set 2.0 with 1 tasks
[INFO ]2017-01-06 16:08:23  [dispatcher-event-loop-0:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37989] - Starting task 0.0 in stage 2.0 (TID 2, localhost, partition 0, PROCESS_LOCAL, 5084 bytes)
[INFO ]2017-01-06 16:08:23  [Executor task launch worker-0:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):37991] - Running task 0.0 in stage 2.0 (TID 2)
[INFO ]2017-01-06 16:08:26  [dispatcher-event-loop-0:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):40577] - Removed broadcast_1_piece0 on 172.18.10.41:61105 in memory (size: 6.8 KB, free: 906.0 MB)
[INFO ]2017-01-06 16:08:26  [Spark Context Cleaner:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):40578] - Cleaned accumulator 47
[INFO ]2017-01-06 16:08:26  [Spark Context Cleaner:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):40579] - Cleaned accumulator 46
[INFO ]2017-01-06 16:08:29  [Executor task launch worker-0:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):43043] - closed connection
[INFO ]2017-01-06 16:08:29  [Executor task launch worker-0:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):43044] - Finished task 0.0 in stage 2.0 (TID 2). 1254 bytes result sent to driver
[INFO ]2017-01-06 16:08:29  [task-result-getter-2:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):43045] - Finished task 0.0 in stage 2.0 (TID 2) in 5060 ms on localhost (1/1)
[INFO ]2017-01-06 16:08:29  [task-result-getter-2:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):43045] - Removed TaskSet 2.0, whose tasks have all completed, from pool 
[INFO ]2017-01-06 16:08:29  [dag-scheduler-event-loop:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):43045] - ResultStage 2 (count at RddServiceImpl.java:243) finished in 5.061 s
[INFO ]2017-01-06 16:08:29  [nioEventLoopGroup-3-1:org.apache.spark.internal.Logging$class.logInfo(Logging.scala:54):43046] - Job 2 finished: count at RddServiceImpl.java:243, took 5.140926 s
[INFO ]2017-01-06 16:08:29  [nioEventLoopGroup-3-1:com.pujjr.antifraud.com.service.impl.RddServiceImpl.selectBigDataTest(RddServiceImpl.java:244):43046] - RDD处理结束
[INFO ]2017-01-06 16:08:29  [nioEventLoopGroup-3-1:com.pujjr.antifraud.com.service.impl.RddServiceImpl.selectBigDataTest(RddServiceImpl.java:247):43046] - 执行完成，耗时：5
[INFO ]2017-01-06 16:08:29  [nioEventLoopGroup-3-1:com.pujjr.antifraud.com.service.impl.SynShortSenderImpl.doSend(SynShortSenderImpl.java:33):43047] - send to client:00020海量数据表格读取测试
